User_ID;Gender;Age;Marital_Status;Website_Activity;Browsed_Electronics_12Mo;Bought_Electronics_12Mo;Bought_Digital_Media_18Mo;Bought_Digital_Books;Payment_Method;eReader_Adoption
1766850;M;20;M;Seldom;Yes;No;No;No;Website Account;Early Majority
1102307;M;62;M;Seldom;Yes;Yes;No;No;Credit Card;Late Majority
1438815;M;27;M;Seldom;No;Yes;Yes;No;Website Account;Late Majority
1804698;M;59;M;Seldom;Yes;No;Yes;No;Website Account;Late Majority
1715576;M;59;M;Seldom;Yes;No;Yes;No;Website Account;Late Majority
1671663;F;32;M;Seldom;No;Yes;Yes;Yes;Monthly Billing;Early Adopter
1482183;F;32;M;Seldom;No;Yes;Yes;Yes;Monthly Billing;Early Adopter
1996870;F;44;S;Seldom;Yes;No;Yes;No;Monthly Billing;Late Majority
1325680;F;53;S;Seldom;Yes;No;Yes;Yes;Credit Card;Early Majority
1836395;M;19;S;Regular;Yes;No;Yes;No;Website Account;Early Adopter
1887786;M;19;S;Regular;Yes;No;Yes;No;Website Account;Early Adopter
1434164;F;63;M;Frequent;No;Yes;No;Yes;Website Account;Early Majority
1232413;M;45;S;Seldom;Yes;No;Yes;No;Credit Card;Late Majority
1550742;M;43;S;Seldom;Yes;Yes;Yes;No;Website Account;Late Majority
1673898;F;27;M;Regular;Yes;Yes;Yes;Yes;Monthly Billing;Innovator
1989681;F;16;M;Regular;Yes;Yes;Yes;No;Website Account;Early Adopter
1100549;F;16;M;Regular;Yes;Yes;Yes;No;Website Account;Early Adopter
1712781;F;36;S;Frequent;Yes;No;Yes;No;Website Account;Innovator
1633485;F;21;S;Seldom;Yes;No;No;No;Credit Card;Late Majority
1079615;M;59;M;Seldom;Yes;Yes;Yes;No;Credit Card;Late Majority
1206440;F;22;M;Regular;Yes;Yes;Yes;No;Credit Card;Innovator
1369610;F;18;S;Seldom;Yes;Yes;Yes;Yes;Website Account;Innovator
1448069;F;18;S;Seldom;Yes;Yes;Yes;Yes;Website Account;Innovator
1956209;M;40;S;Regular;Yes;Yes;Yes;No;Bank Transfer;Early Majority
1342096;M;18;M;Seldom;Yes;No;Yes;Yes;Monthly Billing;Early Majority
1255790;F;46;S;Regular;Yes;Yes;Yes;No;Bank Transfer;Innovator
1744350;M;32;S;Seldom;Yes;Yes;Yes;No;Credit Card;Early Majority
1374497;M;32;S;Seldom;Yes;Yes;Yes;No;Credit Card;Early Majority
1058428;M;42;S;Seldom;Yes;No;Yes;No;Bank Transfer;Late Majority
1574442;M;46;S;Seldom;Yes;No;Yes;Yes;Website Account;Late Majority
1671977;F;29;S;Seldom;Yes;No;Yes;No;Website Account;Late Majority
1329328;F;28;M;Seldom;Yes;No;Yes;Yes;Bank Transfer;Early Adopter
1374854;F;62;S;Seldom;Yes;No;Yes;No;Website Account;Late Majority
1255883;F;62;S;Seldom;Yes;No;Yes;No;Website Account;Late Majority
1034814;F;63;S;Seldom;Yes;No;Yes;No;Website Account;Late Majority
1160776;M;55;M;Frequent;Yes;No;Yes;No;Bank Transfer;Innovator
1483891;M;43;M;Frequent;Yes;Yes;No;Yes;Website Account;Innovator
1967396;F;40;M;Regular;Yes;Yes;Yes;Yes;Website Account;Early Majority
1760223;M;58;M;Frequent;Yes;Yes;No;No;Website Account;Early Adopter
1218707;F;43;M;Frequent;Yes;No;Yes;No;Bank Transfer;Innovator
1997275;F;43;M;Frequent;Yes;No;Yes;No;Bank Transfer;Innovator
1565188;F;17;M;Regular;Yes;No;Yes;No;Credit Card;Early Adopter
1549565;F;64;S;Frequent;Yes;No;Yes;Yes;Monthly Billing;Innovator
1167266;F;47;M;Seldom;Yes;No;Yes;Yes;Website Account;Early Majority
1850279;M;29;M;Regular;Yes;No;Yes;No;Bank Transfer;Early Adopter
1166524;F;62;M;Regular;Yes;Yes;Yes;Yes;Credit Card;Early Adopter
1753114;F;62;M;Regular;Yes;Yes;Yes;Yes;Credit Card;Early Adopter
1297151;M;58;M;Seldom;No;Yes;No;No;Credit Card;Late Majority
1656611;F;44;M;Seldom;Yes;No;Yes;No;Bank Transfer;Late Majority
1901298;F;32;S;Regular;Yes;Yes;No;Yes;Credit Card;Innovator
1694151;F;55;M;Seldom;Yes;Yes;Yes;Yes;Credit Card;Early Adopter
1652114;M;57;S;Seldom;Yes;No;Yes;No;Bank Transfer;Early Majority
1081297;M;49;M;Regular;Yes;No;Yes;Yes;Website Account;Innovator
1342920;F;43;M;Seldom;Yes;Yes;Yes;Yes;Website Account;Early Majority
1380583;F;62;S;Frequent;Yes;No;No;No;Website Account;Early Majority
1445256;M;41;S;Seldom;Yes;Yes;Yes;No;Website Account;Late Majority
1629979;F;26;M;Regular;Yes;Yes;Yes;No;Website Account;Early Adopter
1610496;M;60;M;Seldom;Yes;Yes;Yes;Yes;Bank Transfer;Early Adopter
1686841;F;29;S;Seldom;Yes;No;Yes;No;Website Account;Early Adopter
1137550;M;57;S;Seldom;Yes;No;Yes;No;Bank Transfer;Late Majority
1107816;M;51;S;Regular;Yes;No;Yes;Yes;Website Account;Early Adopter
1987159;F;51;M;Seldom;Yes;Yes;Yes;No;Bank Transfer;Late Majority
1765282;F;52;M;Seldom;Yes;Yes;No;Yes;Credit Card;Early Adopter
1456637;F;52;M;Seldom;Yes;Yes;No;Yes;Credit Card;Early Adopter
1519592;M;34;M;Seldom;Yes;No;Yes;Yes;Website Account;Late Majority
1901592;F;63;S;Seldom;Yes;Yes;Yes;No;Bank Transfer;Late Majority
1964850;F;63;S;Seldom;Yes;Yes;Yes;No;Bank Transfer;Late Majority
1379229;M;61;S;Seldom;Yes;Yes;Yes;No;Credit Card;Late Majority
1147669;F;27;M;Seldom;Yes;Yes;Yes;No;Website Account;Late Majority
1014206;F;27;M;Seldom;Yes;Yes;Yes;No;Website Account;Late Majority
1987143;M;40;M;Seldom;Yes;Yes;Yes;Yes;Bank Transfer;Early Adopter
1075478;F;27;S;Seldom;Yes;Yes;Yes;No;Credit Card;Early Majority
1507312;F;27;S;Seldom;Yes;Yes;Yes;No;Credit Card;Early Majority
1810151;F;53;S;Seldom;Yes;No;Yes;Yes;Credit Card;Early Adopter
1354254;M;21;M;Seldom;No;Yes;Yes;Yes;Bank Transfer;Early Adopter
1886391;M;21;M;Seldom;No;Yes;Yes;Yes;Bank Transfer;Early Adopter
1557648;M;30;S;Seldom;Yes;Yes;No;No;Bank Transfer;Late Majority
1125157;F;40;S;Seldom;Yes;Yes;No;No;Website Account;Late Majority
1960611;F;40;S;Seldom;Yes;Yes;No;No;Website Account;Late Majority
1026856;F;53;S;Seldom;Yes;No;Yes;No;Monthly Billing;Late Majority
1061853;F;53;S;Seldom;Yes;No;Yes;No;Monthly Billing;Late Majority
1384085;M;57;S;Regular;Yes;No;Yes;Yes;Website Account;Innovator
1616853;M;63;M;Regular;Yes;Yes;No;No;Bank Transfer;Early Majority
1647833;M;63;M;Regular;Yes;Yes;No;No;Bank Transfer;Early Majority
1061785;M;61;M;Seldom;Yes;Yes;Yes;Yes;Credit Card;Early Majority
1570669;F;37;M;Regular;Yes;No;No;Yes;Monthly Billing;Innovator
1160785;F;45;M;Seldom;Yes;No;Yes;Yes;Website Account;Early Majority
1771752;M;34;S;Regular;Yes;No;Yes;Yes;Website Account;Innovator
1518583;M;37;M;Seldom;Yes;Yes;No;No;Bank Transfer;Late Majority
1694337;F;46;M;Regular;Yes;No;Yes;Yes;Bank Transfer;Innovator
1780729;F;46;M;Regular;Yes;No;Yes;Yes;Bank Transfer;Innovator
1616060;F;64;S;Seldom;Yes;Yes;Yes;Yes;Bank Transfer;Early Adopter
1829421;M;26;S;Seldom;No;No;Yes;Yes;Website Account;Early Majority
1269618;M;62;M;Regular;Yes;Yes;Yes;No;Bank Transfer;Early Majority
1902377;M;54;M;Regular;Yes;No;No;Yes;Bank Transfer;Innovator
1511987;M;54;M;Regular;Yes;No;No;Yes;Bank Transfer;Innovator
1880011;F;64;M;Regular;Yes;No;No;No;Website Account;Innovator
1949727;F;17;S;Seldom;Yes;No;Yes;Yes;Website Account;Early Adopter
1334541;M;36;S;Seldom;No;No;Yes;Yes;Bank Transfer;Early Majority
1123440;M;36;S;Seldom;No;No;Yes;Yes;Bank Transfer;Early Majority
1792456;F;36;M;Seldom;Yes;Yes;No;No;Website Account;Late Majority
1202285;F;60;M;Frequent;Yes;Yes;Yes;Yes;Monthly Billing;Early Adopter
1352143;F;60;M;Frequent;Yes;Yes;Yes;Yes;Monthly Billing;Early Adopter
1126818;M;21;M;Seldom;Yes;Yes;Yes;No;Website Account;Early Majority
1198144;M;63;M;Seldom;Yes;Yes;Yes;Yes;Bank Transfer;Early Adopter
1899894;M;63;M;Seldom;Yes;Yes;Yes;Yes;Bank Transfer;Early Adopter
1648348;M;54;M;Seldom;Yes;Yes;Yes;No;Bank Transfer;Late Majority
1193033;M;31;S;Seldom;Yes;No;Yes;Yes;Monthly Billing;Early Adopter
1098606;F;33;S;Regular;Yes;No;No;Yes;Monthly Billing;Innovator
1025366;M;41;S;Seldom;Yes;Yes;Yes;No;Bank Transfer;Early Majority
1927200;M;41;S;Seldom;Yes;Yes;Yes;No;Bank Transfer;Early Majority
1918878;F;48;S;Seldom;Yes;Yes;Yes;Yes;Website Account;Early Majority
1129316;F;25;S;Seldom;Yes;Yes;Yes;No;Website Account;Early Majority
1645975;M;64;M;Seldom;Yes;No;Yes;Yes;Bank Transfer;Late Majority
1015248;F;25;S;Seldom;Yes;Yes;Yes;No;Website Account;Early Majority
1547929;M;47;M;Seldom;Yes;No;Yes;Yes;Website Account;Early Majority
1941204;M;56;S;Seldom;Yes;No;Yes;Yes;Bank Transfer;Early Majority
1689120;F;57;S;Seldom;Yes;Yes;No;Yes;Bank Transfer;Early Adopter
1393322;M;65;S;Regular;Yes;No;No;Yes;Credit Card;Innovator
1976896;M;65;S;Regular;Yes;No;No;Yes;Credit Card;Innovator
1471913;F;40;M;Seldom;Yes;No;Yes;No;Bank Transfer;Early Adopter
1182167;M;61;M;Frequent;Yes;No;No;No;Credit Card;Early Majority
1462990;M;36;M;Seldom;Yes;Yes;Yes;No;Website Account;Late Majority
1691685;M;36;M;Seldom;Yes;Yes;Yes;No;Website Account;Late Majority
1850550;M;49;S;Seldom;Yes;Yes;Yes;Yes;Bank Transfer;Early Majority
1205338;F;29;M;Seldom;No;No;Yes;Yes;Bank Transfer;Early Adopter
1749247;F;38;S;Regular;Yes;Yes;Yes;Yes;Bank Transfer;Innovator
1617785;F;33;M;Regular;Yes;No;Yes;No;Website Account;Early Adopter
1682852;M;23;M;Seldom;Yes;No;Yes;No;Website Account;Early Majority
1891286;M;23;M;Seldom;Yes;No;Yes;No;Website Account;Early Majority
1399876;M;65;S;Regular;Yes;No;No;Yes;Credit Card;Early Majority
1397842;F;38;M;Seldom;Yes;Yes;Yes;No;Website Account;Late Majority
1201197;F;45;S;Seldom;No;Yes;Yes;No;Bank Transfer;Late Majority
1530660;F;45;S;Seldom;No;Yes;Yes;No;Bank Transfer;Late Majority
1024012;F;56;S;Regular;Yes;No;No;Yes;Website Account;Early Adopter
1356436;F;57;S;Seldom;Yes;No;Yes;Yes;Bank Transfer;Early Majority
1880816;F;22;M;Regular;Yes;Yes;Yes;No;Website Account;Early Adopter
1670778;F;22;M;Regular;Yes;Yes;Yes;No;Website Account;Early Adopter
1774526;F;25;M;Seldom;Yes;Yes;Yes;No;Bank Transfer;Early Majority
1276090;M;59;M;Regular;Yes;Yes;Yes;No;Credit Card;Early Majority
1357712;M;23;M;Seldom;Yes;Yes;No;Yes;Credit Card;Early Adopter
1602884;M;66;M;Regular;Yes;Yes;Yes;No;Bank Transfer;Early Majority
1661024;M;57;M;Seldom;Yes;No;Yes;Yes;Credit Card;Early Majority
1835939;M;44;M;Regular;Yes;No;No;No;Credit Card;Early Adopter
1520882;M;29;S;Regular;Yes;Yes;Yes;Yes;Website Account;Innovator
1582286;F;46;S;Seldom;Yes;No;Yes;Yes;Monthly Billing;Early Majority
1461710;M;34;M;Regular;Yes;No;No;No;Website Account;Early Adopter
1196057;M;37;M;Regular;Yes;Yes;Yes;No;Bank Transfer;Early Adopter
1794373;M;37;M;Regular;Yes;Yes;Yes;No;Bank Transfer;Early Adopter
1329623;F;27;M;Seldom;Yes;Yes;Yes;Yes;Monthly Billing;Early Majority
1102639;F;22;M;Regular;Yes;Yes;No;Yes;Credit Card;Innovator
1611663;F;26;M;Seldom;Yes;No;Yes;No;Website Account;Late Majority
1774770;M;17;M;Seldom;Yes;Yes;Yes;Yes;Website Account;Early Majority
1651144;M;65;M;Seldom;Yes;Yes;No;No;Bank Transfer;Late Majority
1319739;M;65;M;Seldom;Yes;Yes;No;No;Bank Transfer;Late Majority
1935392;M;61;M;Seldom;Yes;No;Yes;No;Credit Card;Late Majority
1470420;M;20;S;Seldom;Yes;Yes;Yes;No;Bank Transfer;Early Majority
1856167;F;26;M;Regular;Yes;Yes;Yes;No;Bank Transfer;Innovator
1156175;M;40;M;Seldom;Yes;Yes;Yes;Yes;Bank Transfer;Early Adopter
1131795;M;40;M;Seldom;Yes;Yes;Yes;Yes;Bank Transfer;Early Majority
1604228;M;56;M;Seldom;Yes;Yes;Yes;No;Website Account;Late Majority
1606083;M;43;S;Seldom;Yes;Yes;Yes;Yes;Bank Transfer;Early Adopter
1075427;F;64;M;Seldom;Yes;Yes;Yes;Yes;Credit Card;Late Majority
1644769;M;41;M;Regular;Yes;Yes;Yes;No;Credit Card;Early Majority
1309058;F;17;M;Seldom;Yes;Yes;Yes;No;Bank Transfer;Early Majority
1288809;F;17;M;Seldom;Yes;Yes;Yes;No;Bank Transfer;Early Majority
1895079;M;49;S;Seldom;No;Yes;Yes;Yes;Website Account;Early Adopter
1061205;F;56;S;Seldom;Yes;No;Yes;No;Website Account;Early Majority
1192432;M;33;S;Regular;Yes;Yes;Yes;Yes;Credit Card;Innovator
1475640;F;59;S;Seldom;Yes;Yes;Yes;No;Bank Transfer;Late Majority
1800822;F;57;M;Frequent;Yes;No;Yes;Yes;Monthly Billing;Innovator
1665509;F;51;M;Frequent;Yes;No;No;Yes;Website Account;Innovator
1852581;M;36;M;Seldom;No;No;Yes;No;Bank Transfer;Early Majority
1096007;M;36;M;Seldom;No;No;Yes;No;Bank Transfer;Early Majority
1756777;M;64;M;Seldom;Yes;No;No;No;Bank Transfer;Late Majority
1653963;M;48;M;Seldom;No;No;No;No;Credit Card;Late Majority
1620069;M;48;M;Seldom;No;No;No;No;Credit Card;Late Majority
1610501;F;44;M;Seldom;Yes;Yes;Yes;Yes;Website Account;Early Majority
1460280;F;44;M;Seldom;Yes;Yes;Yes;Yes;Website Account;Early Majority
1162659;M;20;M;Seldom;Yes;No;Yes;No;Monthly Billing;Early Majority
1583300;F;61;M;Regular;Yes;Yes;Yes;No;Monthly Billing;Early Majority
1841010;M;47;S;Regular;Yes;No;No;Yes;Credit Card;Innovator
1033092;F;32;M;Frequent;Yes;Yes;No;No;Monthly Billing;Innovator
1418807;F;32;M;Frequent;Yes;Yes;No;No;Monthly Billing;Innovator
1089037;F;49;M;Seldom;Yes;No;Yes;No;Bank Transfer;Early Adopter
1779047;M;22;M;Seldom;Yes;No;No;No;Monthly Billing;Late Majority
1135712;M;49;M;Seldom;Yes;No;Yes;No;Monthly Billing;Late Majority
1206606;M;49;M;Seldom;Yes;No;Yes;No;Monthly Billing;Late Majority
1004401;F;53;M;Seldom;Yes;No;Yes;Yes;Website Account;Early Adopter
1688342;M;47;M;Seldom;Yes;Yes;Yes;Yes;Monthly Billing;Early Adopter
1918064;M;47;M;Seldom;Yes;Yes;Yes;Yes;Monthly Billing;Early Adopter
1232951;M;16;M;Seldom;Yes;No;Yes;No;Credit Card;Early Majority
1339769;M;39;M;Seldom;Yes;No;Yes;Yes;Bank Transfer;Early Adopter
1151729;M;39;M;Seldom;Yes;No;Yes;Yes;Bank Transfer;Early Adopter
1089365;F;64;S;Seldom;Yes;No;Yes;Yes;Website Account;Late Majority
1589159;M;52;M;Seldom;Yes;No;No;Yes;Bank Transfer;Early Majority
1765654;F;43;S;Frequent;Yes;Yes;Yes;No;Monthly Billing;Early Adopter
1789249;M;53;S;Seldom;Yes;No;Yes;No;Website Account;Late Majority
1376056;M;53;S;Seldom;Yes;No;Yes;No;Website Account;Late Majority
1204136;F;63;M;Frequent;No;Yes;No;Yes;Website Account;Innovator
1917507;M;42;S;Seldom;Yes;Yes;Yes;Yes;Bank Transfer;Early Majority
1607354;M;42;M;Seldom;No;No;Yes;No;Monthly Billing;Late Majority
1411465;M;19;S;Regular;Yes;No;Yes;No;Bank Transfer;Early Adopter
1726099;F;48;M;Regular;Yes;Yes;Yes;No;Website Account;Early Majority
1912561;F;48;M;Regular;Yes;Yes;Yes;No;Website Account;Early Majority
1794554;F;25;M;Seldom;Yes;No;Yes;Yes;Monthly Billing;Early Adopter
1319086;F;25;M;Seldom;Yes;No;Yes;Yes;Monthly Billing;Early Adopter
1117155;F;28;S;Seldom;No;Yes;Yes;No;Monthly Billing;Late Majority
1606023;F;28;S;Seldom;No;Yes;Yes;No;Monthly Billing;Late Majority
1777749;F;44;M;Seldom;Yes;Yes;No;No;Website Account;Late Majority
1514141;F;61;M;Seldom;Yes;Yes;Yes;No;Bank Transfer;Late Majority
1675026;F;61;M;Seldom;Yes;Yes;Yes;No;Bank Transfer;Late Majority
1203255;F;34;M;Seldom;Yes;Yes;Yes;Yes;Bank Transfer;Early Adopter
1473932;F;45;M;Regular;Yes;Yes;No;Yes;Bank Transfer;Early Adopter
1024163;M;35;M;Frequent;Yes;No;Yes;No;Bank Transfer;Innovator
1399774;M;45;M;Seldom;Yes;Yes;Yes;Yes;Bank Transfer;Early Adopter
1554940;M;24;M;Regular;Yes;No;Yes;No;Bank Transfer;Early Majority
1300259;M;48;S;Frequent;Yes;Yes;Yes;Yes;Website Account;Innovator
1776566;F;39;M;Seldom;Yes;No;Yes;No;Monthly Billing;Late Majority
1427136;F;31;M;Seldom;Yes;Yes;No;No;Credit Card;Early Majority
1703348;F;31;M;Seldom;Yes;Yes;No;No;Credit Card;Early Majority
1826877;M;51;M;Seldom;Yes;Yes;Yes;No;Website Account;Late Majority
1539114;F;64;S;Seldom;Yes;No;Yes;Yes;Website Account;Early Adopter
1108600;M;33;M;Seldom;Yes;No;Yes;No;Monthly Billing;Late Majority
1214949;M;60;M;Frequent;Yes;No;Yes;No;Website Account;Early Majority
1287189;F;46;M;Seldom;Yes;Yes;Yes;Yes;Website Account;Early Majority
1304644;M;58;S;Regular;Yes;No;Yes;No;Credit Card;Early Majority
1095880;M;58;S;Regular;Yes;No;Yes;No;Credit Card;Early Majority
1450053;F;64;M;Regular;Yes;No;No;No;Website Account;Late Majority
1735324;F;44;S;Seldom;Yes;No;Yes;No;Monthly Billing;Early Adopter
1654212;M;48;S;Regular;Yes;Yes;No;Yes;Website Account;Early Adopter
1039236;F;39;M;Regular;Yes;No;No;Yes;Website Account;Innovator
1495961;F;39;M;Regular;Yes;No;No;Yes;Website Account;Innovator
1623881;M;27;M;Regular;Yes;No;Yes;No;Bank Transfer;Innovator
1782233;M;27;M;Regular;Yes;No;Yes;No;Bank Transfer;Innovator
1557357;M;41;S;Seldom;Yes;No;No;Yes;Bank Transfer;Early Adopter
1704217;F;50;M;Seldom;Yes;Yes;Yes;No;Bank Transfer;Late Majority
1616459;M;61;S;Regular;Yes;No;Yes;No;Website Account;Early Majority
1945602;F;50;M;Seldom;Yes;Yes;Yes;No;Bank Transfer;Late Majority
1596761;M;29;S;Seldom;Yes;Yes;Yes;Yes;Credit Card;Early Adopter
1945737;M;29;S;Seldom;Yes;Yes;Yes;Yes;Credit Card;Early Adopter
1183781;F;55;S;Seldom;Yes;No;Yes;No;Monthly Billing;Late Majority
1077713;M;49;M;Seldom;Yes;Yes;Yes;Yes;Website Account;Early Adopter
1100318;M;49;M;Seldom;Yes;Yes;Yes;Yes;Website Account;Early Adopter
1389442;F;63;M;Seldom;Yes;No;Yes;No;Website Account;Late Majority
1886646;F;36;M;Seldom;Yes;No;Yes;Yes;Bank Transfer;Early Adopter
1709524;F;47;S;Seldom;Yes;Yes;No;Yes;Credit Card;Innovator
1081675;F;65;M;Seldom;Yes;Yes;Yes;No;Bank Transfer;Late Majority
1727340;F;55;M;Regular;Yes;Yes;No;Yes;Bank Transfer;Innovator
1685361;F;29;S;Seldom;Yes;Yes;Yes;Yes;Monthly Billing;Early Adopter
1582315;M;36;M;Seldom;Yes;Yes;Yes;No;Bank Transfer;Early Majority
1508885;M;36;M;Seldom;Yes;Yes;Yes;No;Bank Transfer;Early Majority
1943998;M;36;M;Seldom;Yes;No;No;No;Website Account;Late Majority
1278513;M;36;M;Seldom;Yes;No;No;No;Website Account;Late Majority
1106138;M;58;M;Seldom;Yes;No;Yes;No;Credit Card;Late Majority
1975891;F;49;S;Seldom;Yes;Yes;Yes;Yes;Bank Transfer;Early Adopter
1287788;M;62;M;Seldom;Yes;Yes;Yes;No;Website Account;Late Majority
1906434;M;62;M;Seldom;Yes;Yes;Yes;No;Website Account;Late Majority
1048882;F;21;M;Seldom;Yes;Yes;No;Yes;Bank Transfer;Early Adopter
1255683;F;21;M;Seldom;Yes;Yes;No;Yes;Bank Transfer;Early Adopter
1158412;M;53;S;Seldom;Yes;Yes;Yes;Yes;Website Account;Early Adopter
1732651;M;30;M;Seldom;Yes;Yes;Yes;Yes;Credit Card;Early Adopter
1519330;M;22;S;Seldom;Yes;No;Yes;No;Bank Transfer;Late Majority
1314278;M;43;M;Seldom;Yes;Yes;Yes;Yes;Bank Transfer;Early Majority
1512792;M;17;M;Seldom;Yes;Yes;Yes;Yes;Website Account;Early Adopter
1145344;M;18;M;Seldom;Yes;No;Yes;Yes;Monthly Billing;Early Adopter
1243154;M;34;M;Seldom;Yes;No;Yes;Yes;Monthly Billing;Early Majority
1296046;M;33;M;Seldom;Yes;No;Yes;No;Monthly Billing;Innovator
1083358;F;46;M;Seldom;Yes;No;Yes;Yes;Bank Transfer;Early Adopter
1858882;F;46;M;Seldom;Yes;No;Yes;Yes;Bank Transfer;Early Adopter
1058049;F;53;M;Seldom;Yes;No;Yes;No;Monthly Billing;Late Majority
1440716;F;50;S;Seldom;Yes;Yes;Yes;No;Bank Transfer;Late Majority
1920392;F;50;S;Seldom;Yes;Yes;Yes;No;Bank Transfer;Late Majority
1031436;M;60;S;Seldom;No;Yes;Yes;Yes;Credit Card;Early Majority
1732563;M;60;S;Seldom;No;Yes;Yes;Yes;Credit Card;Early Majority
1183986;M;27;M;Regular;No;No;Yes;No;Monthly Billing;Early Majority
1706292;F;38;M;Seldom;Yes;Yes;Yes;No;Website Account;Late Majority
1181836;F;29;S;Seldom;Yes;No;Yes;No;Website Account;Innovator
1519991;M;51;M;Frequent;Yes;Yes;Yes;No;Website Account;Early Adopter
